Age,Job Title,Years of Experience,Salary,Gender_Female,Gender_Male,Gender_Other,Education Level_High School,Education Level_Bachelor's,Education Level_Bachelor's Degree,Education Level_Master's,Education Level_Master's Degree,Education Level_PhD,Seniority
48.0,91,16.0,190000.0,0,1,0,0,0,0,0,0,1,10
31.0,54,7.0,140000.0,0,1,0,0,0,0,0,1,0,5
25.0,53,1.0,55000.0,0,1,0,0,0,1,0,0,0,3
50.0,113,16.0,190000.0,0,1,0,0,0,0,0,0,1,7
46.0,113,14.0,180000.0,0,1,0,0,0,0,0,0,1,7
33.0,54,6.0,130000.0,0,1,0,0,0,0,0,1,0,5
42.0,112,14.0,170000.0,0,1,0,0,0,0,0,0,1,10
41.0,91,12.0,165000.0,0,1,0,0,0,0,0,0,1,10
43.0,91,13.0,185000.0,0,1,0,0,0,0,0,0,1,10
32.0,5,6.0,130000.0,0,1,0,0,0,0,0,1,0,3
24.0,53,1.0,60000.0,0,1,0,0,0,1,0,0,0,3
44.0,112,11.0,170000.0,1,0,0,0,0,0,0,1,0,10
36.0,112,7.0,140000.0,0,1,0,0,0,0,0,1,0,10
28.0,54,4.0,110000.0,1,0,0,0,0,0,0,1,0,5
28.0,53,2.0,70000.0,0,1,0,0,0,1,0,0,0,3
37.0,112,9.0,145000.0,0,1,0,0,0,0,0,1,0,10
54.0,113,16.0,190000.0,0,1,0,0,0,0,0,0,1,7
58.0,113,17.0,200000.0,0,1,0,0,0,0,0,0,1,7
27.0,53,3.0,80000.0,0,1,0,0,0,1,0,0,0,3
30.0,5,4.0,95000.0,0,1,0,0,0,1,0,0,0,3
27.0,54,3.0,100000.0,1,0,0,0,0,0,0,1,0,5
54.0,113,17.0,195000.0,0,1,0,0,0,0,0,0,1,7
49.0,113,15.0,185000.0,0,1,0,0,0,0,0,0,1,7
38.0,112,10.0,155000.0,0,1,0,0,0,0,0,1,0,10
54.0,113,18.0,195000.0,0,1,0,0,0,0,0,0,1,7
31.0,91,6.0,125000.0,0,1,0,0,0,0,0,1,0,10
56.0,113,17.0,195000.0,0,1,0,0,0,0,0,0,1,7
31.0,112,7.0,140000.0,0,1,0,0,0,0,0,1,0,10
42.0,112,14.0,170000.0,0,1,0,0,0,0,0,0,1,10
44.0,91,11.0,170000.0,0,1,0,0,0,0,0,1,0,10
37.0,112,9.0,150000.0,0,1,0,0,0,0,0,1,0,10
24.0,5,1.0,60000.0,1,0,0,0,0,1,0,0,0,3
27.0,53,2.0,70000.0,0,1,0,0,0,1,0,0,0,3
42.0,112,14.0,170000.0,0,1,0,0,0,0,0,0,1,10
24.0,53,1.0,55000.0,1,0,0,0,0,1,0,0,0,3
28.0,53,3.0,80000.0,1,0,0,0,0,1,0,0,0,3
43.0,91,13.0,185000.0,0,1,0,0,0,0,0,0,1,10
31.0,54,7.0,140000.0,0,1,0,0,0,0,0,1,0,5
43.0,113,13.0,180000.0,0,1,0,0,0,0,0,0,1,7
27.0,5,2.0,70000.0,1,0,0,0,0,0,0,1,0,3
49.0,113,15.0,185000.0,0,1,0,0,0,0,0,0,1,7
48.0,91,16.0,190000.0,0,1,0,0,0,0,0,0,1,10
31.0,91,6.0,125000.0,0,1,0,0,0,0,0,1,0,10
40.0,112,12.0,160000.0,0,1,0,0,0,0,0,0,1,10
36.0,112,8.0,140000.0,0,1,0,0,0,0,0,1,0,10
54.0,113,17.0,195000.0,0,1,0,0,0,0,0,0,1,7
27.0,53,2.0,70000.0,0,1,0,0,0,1,0,0,0,3
28.0,53,2.0,70000.0,0,1,0,0,0,1,0,0,0,3
44.0,91,11.0,170000.0,0,1,0,0,0,0,0,1,0,10
43.0,91,13.0,185000.0,0,1,0,0,0,0,0,0,1,10
54.0,113,17.0,195000.0,0,1,0,0,0,0,0,0,1,7
32.0,5,6.0,130000.0,0,1,0,0,0,0,0,1,0,3
38.0,112,10.0,155000.0,0,1,0,0,0,0,0,1,0,10
49.0,113,15.0,185000.0,0,1,0,0,0,0,0,0,1,7
27.0,53,3.0,80000.0,0,1,0,0,0,1,0,0,0,3
54.0,113,17.0,195000.0,0,1,0,0,0,0,0,0,1,7
31.0,91,7.0,135000.0,0,1,0,0,0,0,0,1,0,10
24.0,5,1.0,55000.0,0,1,0,0,0,1,0,0,0,3
48.0,91,16.0,190000.0,0,1,0,0,0,0,0,0,1,10
27.0,5,2.0,70000.0,1,0,0,0,0,0,0,1,0,3
43.0,91,13.0,185000.0,0,1,0,0,0,0,0,0,1,10
44.0,91,11.0,170000.0,0,1,0,0,0,0,0,1,0,10
37.0,112,9.0,150000.0,0,1,0,0,0,0,0,1,0,10
56.0,113,17.0,195000.0,0,1,0,0,0,0,0,0,1,7
28.0,53,2.0,70000.0,0,1,0,0,0,1,0,0,0,3
54.0,113,17.0,195000.0,0,1,0,0,0,0,0,0,1,7
31.0,91,6.0,125000.0,0,1,0,0,0,0,0,1,0,10
49.0,113,15.0,185000.0,0,1,0,0,0,0,0,0,1,7
27.0,5,2.0,70000.0,1,0,0,0,0,0,0,1,0,3
38.0,112,10.0,155000.0,0,1,0,0,0,0,0,1,0,10
27.0,53,3.0,80000.0,0,1,0,0,0,1,0,0,0,3
43.0,91,13.0,185000.0,0,1,0,0,0,0,0,0,1,10
48.0,91,16.0,190000.0,0,1,0,0,0,0,0,0,1,10
44.0,91,11.0,170000.0,0,1,0,0,0,0,0,1,0,10
54.0,113,17.0,195000.0,0,1,0,0,0,0,0,0,1,7
37.0,112,9.0,150000.0,0,1,0,0,0,0,0,1,0,10
28.0,53,2.0,70000.0,0,1,0,0,0,1,0,0,0,3
27.0,5,2.0,70000.0,1,0,0,0,0,0,0,1,0,3
49.0,113,15.0,185000.0,0,1,0,0,0,0,0,0,1,7
31.0,91,7.0,135000.0,0,1,0,0,0,0,0,1,0,10
27.0,53,3.0,80000.0,0,1,0,0,0,1,0,0,0,3
54.0,113,17.0,195000.0,0,1,0,0,0,0,0,0,1,7
38.0,112,10.0,155000.0,0,1,0,0,0,0,0,1,0,10
44.0,91,11.0,170000.0,0,1,0,0,0,0,0,1,0,10
43.0,91,13.0,185000.0,0,1,0,0,0,0,0,0,1,10
27.0,53,2.0,70000.0,0,1,0,0,0,1,0,0,0,3
48.0,91,16.0,190000.0,0,1,0,0,0,0,0,0,1,10
31.0,91,6.0,125000.0,0,1,0,0,0,0,0,1,0,10
54.0,113,17.0,195000.0,0,1,0,0,0,0,0,0,1,7
37.0,112,9.0,150000.0,0,1,0,0,0,0,0,1,0,10
28.0,53,2.0,70000.0,0,1,0,0,0,1,0,0,0,3
27.0,5,2.0,70000.0,1,0,0,0,0,0,0,1,0,3
34.0,53,5.0,95000.0,0,1,0,0,0,1,0,0,0,3
43.0,112,12.0,170000.0,1,0,0,0,0,0,0,1,0,10
27.0,5,2.0,75000.0,0,1,0,0,0,1,0,0,0,3
56.0,113,18.0,210000.0,1,0,0,0,0,0,0,0,1,7
32.0,54,7.0,135000.0,0,1,0,0,0,0,0,1,0,5
40.0,112,12.0,160000.0,0,1,0,0,0,0,0,0,1,10
23.0,53,1.0,55000.0,0,1,0,0,0,1,0,0,0,3
46.0,91,16.0,190000.0,0,1,0,0,0,0,0,0,1,10
41.0,91,11.0,165000.0,1,0,0,0,0,0,0,0,1,10
28.0,53,3.0,80000.0,1,0,0,0,0,1,0,0,0,3
34.0,5,6.0,120000.0,0,1,0,0,0,1,0,0,0,3
49.0,113,15.0,185000.0,0,1,0,0,0,0,0,0,1,7
43.0,91,13.0,185000.0,0,1,0,0,0,0,0,0,1,10
54.0,113,16.0,190000.0,0,1,0,0,0,0,0,0,1,7
36.0,112,8.0,140000.0,0,1,0,0,0,0,0,1,0,10
33.0,54,6.0,130000.0,0,1,0,0,0,0,0,1,0,5
27.0,5,2.0,70000.0,1,0,0,0,0,0,0,1,0,3
44.0,91,11.0,170000.0,0,1,0,0,0,0,0,1,0,10
31.0,91,6.0,125000.0,0,1,0,0,0,0,0,1,0,10
38.0,112,10.0,155000.0,0,1,0,0,0,0,0,1,0,10
27.0,53,2.0,70000.0,0,1,0,0,0,1,0,0,0,3
54.0,113,17.0,195000.0,0,1,0,0,0,0,0,0,1,7
31.0,112,7.0,140000.0,0,1,0,0,0,0,0,1,0,10
32.0,5,6.0,130000.0,0,1,0,0,0,0,0,1,0,3
38.0,5,10.0,155000.0,1,0,0,0,0,0,0,1,0,3
51.0,113,16.0,190000.0,0,1,0,0,0,0,0,0,1,7
28.0,53,2.0,70000.0,0,1,0,0,0,1,0,0,0,3
27.0,53,3.0,80000.0,0,1,0,0,0,1,0,0,0,3
43.0,91,13.0,185000.0,0,1,0,0,0,0,0,0,1,10
27.0,54,3.0,100000.0,1,0,0,0,0,0,0,1,0,5
49.0,113,15.0,185000.0,0,1,0,0,0,0,0,0,1,7
48.0,91,16.0,190000.0,0,1,0,0,0,0,0,0,1,10
31.0,91,7.0,135000.0,0,1,0,0,0,0,0,1,0,10
40.0,112,12.0,160000.0,1,0,0,0,0,0,0,0,1,10
24.0,53,1.0,55000.0,0,1,0,0,0,1,0,0,0,3
27.0,53,3.0,80000.0,0,1,0,0,0,1,0,0,0,3
42.0,112,14.0,170000.0,0,1,0,0,0,0,0,0,1,10
24.0,53,1.0,55000.0,1,0,0,0,0,1,0,0,0,3
28.0,53,3.0,80000.0,1,0,0,0,0,1,0,0,0,3
43.0,91,13.0,185000.0,0,1,0,0,0,0,0,0,1,10
31.0,54,7.0,140000.0,0,1,0,0,0,0,0,1,0,5
43.0,113,13.0,180000.0,0,1,0,0,0,0,0,0,1,7
27.0,5,2.0,70000.0,1,0,0,0,0,0,0,1,0,3
49.0,113,15.0,185000.0,0,1,0,0,0,0,0,0,1,7
48.0,91,16.0,190000.0,0,1,0,0,0,0,0,0,1,10
31.0,91,6.0,125000.0,0,1,0,0,0,0,0,1,0,10
40.0,112,12.0,160000.0,0,1,0,0,0,0,0,0,1,10
36.0,112,8.0,140000.0,0,1,0,0,0,0,0,1,0,10
54.0,113,17.0,195000.0,0,1,0,0,0,0,0,0,1,7
27.0,53,2.0,70000.0,0,1,0,0,0,1,0,0,0,3
28.0,53,2.0,70000.0,0,1,0,0,0,1,0,0,0,3
44.0,91,11.0,170000.0,0,1,0,0,0,0,0,1,0,10
43.0,91,13.0,185000.0,0,1,0,0,0,0,0,0,1,10
54.0,113,17.0,195000.0,0,1,0,0,0,0,0,0,1,7
32.0,5,6.0,130000.0,0,1,0,0,0,0,0,1,0,3
38.0,112,10.0,155000.0,0,1,0,0,0,0,0,1,0,10
49.0,113,15.0,185000.0,0,1,0,0,0,0,0,0,1,7
27.0,53,3.0,80000.0,0,1,0,0,0,1,0,0,0,3
54.0,113,17.0,195000.0,0,1,0,0,0,0,0,0,1,7
31.0,91,7.0,135000.0,0,1,0,0,0,0,0,1,0,10
24.0,5,1.0,55000.0,0,1,0,0,0,1,0,0,0,3
48.0,91,16.0,190000.0,0,1,0,0,0,0,0,0,1,10
27.0,5,2.0,70000.0,1,0,0,0,0,0,0,1,0,3
43.0,91,13.0,185000.0,0,1,0,0,0,0,0,0,1,10
44.0,91,11.0,170000.0,0,1,0,0,0,0,0,1,0,10
37.0,112,9.0,150000.0,0,1,0,0,0,0,0,1,0,10
56.0,113,17.0,195000.0,0,1,0,0,0,0,0,0,1,7
28.0,53,2.0,70000.0,0,1,0,0,0,1,0,0,0,3
54.0,113,17.0,195000.0,0,1,0,0,0,0,0,0,1,7
31.0,91,6.0,125000.0,0,1,0,0,0,0,0,1,0,10
49.0,113,15.0,185000.0,0,1,0,0,0,0,0,0,1,7
54.0,113,17.0,195000.0,0,1,0,0,0,0,0,0,1,7
27.0,53,3.0,80000.0,0,1,0,0,0,1,0,0,0,3
42.0,112,14.0,170000.0,0,1,0,0,0,0,0,0,1,10
38.0,112,10.0,155000.0,0,1,0,0,0,0,0,1,0,10
43.0,91,13.0,185000.0,0,1,0,0,0,0,0,0,1,10
27.0,53,2.0,70000.0,0,1,0,0,0,1,0,0,0,3
31.0,54,7.0,140000.0,0,1,0,0,0,0,0,1,0,5
54.0,113,17.0,195000.0,0,1,0,0,0,0,0,0,1,7
36.0,112,8.0,140000.0,0,1,0,0,0,0,0,1,0,10
27.0,5,2.0,70000.0,1,0,0,0,0,0,0,1,0,3
49.0,113,15.0,185000.0,0,1,0,0,0,0,0,0,1,7
48.0,91,16.0,190000.0,0,1,0,0,0,0,0,0,1,10
31.0,91,7.0,135000.0,0,1,0,0,0,0,0,1,0,10
40.0,112,12.0,160000.0,1,0,0,0,0,0,0,0,1,10
24.0,53,1.0,55000.0,0,1,0,0,0,1,0,0,0,3
27.0,53,3.0,80000.0,0,1,0,0,0,1,0,0,0,3
43.0,91,13.0,185000.0,0,1,0,0,0,0,0,0,1,10
27.0,54,3.0,100000.0,1,0,0,0,0,0,0,1,0,5
49.0,113,15.0,185000.0,0,1,0,0,0,0,0,0,1,7
48.0,91,16.0,190000.0,0,1,0,0,0,0,0,0,1,10
31.0,91,6.0,125000.0,0,1,0,0,0,0,0,1,0,10
40.0,112,12.0,160000.0,0,1,0,0,0,0,0,0,1,10
36.0,112,8.0,140000.0,0,1,0,0,0,0,0,1,0,10
54.0,113,17.0,195000.0,0,1,0,0,0,0,0,0,1,7
27.0,53,2.0,70000.0,0,1,0,0,0,1,0,0,0,3
28.0,53,2.0,70000.0,0,1,0,0,0,1,0,0,0,3
44.0,91,11.0,170000.0,0,1,0,0,0,0,0,1,0,10
43.0,91,13.0,185000.0,0,1,0,0,0,0,0,0,1,10
54.0,113,17.0,195000.0,0,1,0,0,0,0,0,0,1,7
32.0,5,6.0,130000.0,0,1,0,0,0,0,0,1,0,3
38.0,112,10.0,155000.0,0,1,0,0,0,0,0,1,0,10
49.0,113,15.0,185000.0,0,1,0,0,0,0,0,0,1,7
27.0,53,3.0,80000.0,0,1,0,0,0,1,0,0,0,3
54.0,113,17.0,195000.0,0,1,0,0,0,0,0,0,1,7
31.0,91,7.0,135000.0,0,1,0,0,0,0,0,1,0,10
24.0,5,1.0,55000.0,0,1,0,0,0,1,0,0,0,3
48.0,91,16.0,190000.0,0,1,0,0,0,0,0,0,1,10
27.0,5,2.0,70000.0,1,0,0,0,0,0,0,1,0,3
43.0,91,13.0,185000.0,0,1,0,0,0,0,0,0,1,10
44.0,91,11.0,170000.0,0,1,0,0,0,0,0,1,0,10
37.0,112,9.0,150000.0,0,1,0,0,0,0,0,1,0,10
56.0,113,17.0,195000.0,0,1,0,0,0,0,0,0,1,7
28.0,53,2.0,70000.0,0,1,0,0,0,1,0,0,0,3
54.0,113,17.0,195000.0,0,1,0,0,0,0,0,0,1,7
31.0,91,6.0,125000.0,0,1,0,0,0,0,0,1,0,10
49.0,113,15.0,185000.0,0,1,0,0,0,0,0,0,1,7
54.0,113,17.0,195000.0,0,1,0,0,0,0,0,0,1,7
27.0,53,3.0,80000.0,0,1,0,0,0,1,0,0,0,3
42.0,112,14.0,170000.0,0,1,0,0,0,0,0,0,1,10
38.0,112,10.0,155000.0,0,1,0,0,0,0,0,1,0,10
36.0,53,7.0,120000.0,0,1,0,0,0,1,0,0,0,3
29.0,5,3.0,90000.0,1,0,0,0,0,0,0,1,0,3
41.0,113,14.0,180000.0,1,0,0,0,0,0,0,0,1,7
33.0,54,7.0,130000.0,0,1,0,0,0,1,0,0,0,5
42.0,112,12.0,170000.0,0,1,0,0,0,0,0,0,1,10
28.0,5,2.0,70000.0,0,1,0,0,0,1,0,0,0,3
55.0,113,18.0,210000.0,0,1,0,0,0,0,0,0,1,7
26.0,53,1.0,55000.0,1,0,0,0,0,0,0,1,0,3
47.0,91,16.0,190000.0,0,1,0,0,0,0,0,0,1,10
44.0,113,11.0,165000.0,1,0,0,0,0,0,0,0,1,7
30.0,54,5.0,105000.0,0,1,0,0,0,0,0,1,0,5
39.0,112,11.0,160000.0,1,0,0,0,0,0,0,1,0,10
32.0,53,6.0,110000.0,0,1,0,0,0,1,0,0,0,3
50.0,113,17.0,195000.0,0,1,0,0,0,0,0,0,1,7
27.0,5,3.0,85000.0,0,1,0,0,0,1,0,0,0,3
46.0,91,14.0,180000.0,0,1,0,0,0,0,0,0,1,10
25.0,53,1.0,55000.0,1,0,0,0,0,1,0,0,0,3
43.0,91,13.0,185000.0,0,1,0,0,0,0,0,0,1,10
35.0,5,8.0,140000.0,0,1,0,0,0,1,0,0,0,3
29.0,5,3.0,90000.0,1,0,0,0,0,0,0,1,0,3
40.0,112,12.0,160000.0,1,0,0,0,0,0,0,0,1,10
35.0,54,8.0,145000.0,0,1,0,0,0,1,0,0,0,5
41.0,91,13.0,185000.0,0,1,0,0,0,0,0,0,1,10
30.0,54,5.0,105000.0,0,1,0,0,0,0,0,1,0,5
33.0,53,6.0,110000.0,0,1,0,0,0,1,0,0,0,3
55.0,113,18.0,210000.0,0,1,0,0,0,0,0,0,1,7
26.0,53,1.0,55000.0,1,0,0,0,0,0,0,1,0,3
47.0,91,16.0,190000.0,0,1,0,0,0,0,0,0,1,10
44.0,113,11.0,165000.0,1,0,0,0,0,0,0,0,1,7
30.0,54,5.0,105000.0,0,1,0,0,0,0,0,1,0,5
39.0,112,11.0,160000.0,1,0,0,0,0,0,0,1,0,10
32.0,53,6.0,110000.0,0,1,0,0,0,1,0,0,0,3
50.0,113,17.0,195000.0,0,1,0,0,0,0,0,0,1,7
27.0,5,3.0,85000.0,0,1,0,0,0,1,0,0,0,3
46.0,91,14.0,180000.0,0,1,0,0,0,0,0,0,1,10
25.0,53,1.0,55000.0,1,0,0,0,0,1,0,0,0,3
43.0,91,13.0,185000.0,0,1,0,0,0,0,0,0,1,10
35.0,5,8.0,140000.0,0,1,0,0,0,1,0,0,0,3
29.0,5,3.0,90000.0,1,0,0,0,0,0,0,1,0,3
40.0,112,12.0,160000.0,1,0,0,0,0,0,0,0,1,10
35.0,54,8.0,145000.0,0,1,0,0,0,1,0,0,0,5
41.0,91,13.0,185000.0,0,1,0,0,0,0,0,0,1,10
30.0,54,5.0,105000.0,0,1,0,0,0,0,0,1,0,5
33.0,53,6.0,110000.0,0,1,0,0,0,1,0,0,0,3
55.0,113,18.0,210000.0,0,1,0,0,0,0,0,0,1,7
26.0,53,1.0,55000.0,1,0,0,0,0,0,0,1,0,3
47.0,91,16.0,190000.0,0,1,0,0,0,0,0,0,1,10
44.0,113,11.0,165000.0,1,0,0,0,0,0,0,0,1,7
30.0,54,5.0,105000.0,0,1,0,0,0,0,0,1,0,5
39.0,112,11.0,160000.0,1,0,0,0,0,0,0,1,0,10
32.0,53,6.0,110000.0,0,1,0,0,0,1,0,0,0,3
50.0,113,17.0,195000.0,0,1,0,0,0,0,0,0,1,7
27.0,5,3.0,85000.0,0,1,0,0,0,1,0,0,0,3
46.0,91,14.0,180000.0,0,1,0,0,0,0,0,0,1,10
25.0,53,1.0,55000.0,1,0,0,0,0,1,0,0,0,3
43.0,91,13.0,185000.0,0,1,0,0,0,0,0,0,1,10
35.0,5,8.0,140000.0,0,1,0,0,0,1,0,0,0,3
29.0,5,3.0,90000.0,1,0,0,0,0,0,0,1,0,3
40.0,112,12.0,160000.0,1,0,0,0,0,0,0,0,1,10
35.0,54,8.0,145000.0,0,1,0,0,0,1,0,0,0,5
41.0,91,13.0,185000.0,0,1,0,0,0,0,0,0,1,10
30.0,54,5.0,105000.0,0,1,0,0,0,0,0,1,0,5
33.0,53,6.0,110000.0,0,1,0,0,0,1,0,0,0,3
55.0,113,18.0,210000.0,0,1,0,0,0,0,0,0,1,7
26.0,53,1.0,55000.0,1,0,0,0,0,0,0,1,0,3
47.0,91,16.0,190000.0,0,1,0,0,0,0,0,0,1,10
44.0,113,11.0,165000.0,1,0,0,0,0,0,0,0,1,7
30.0,54,5.0,105000.0,0,1,0,0,0,0,0,1,0,5
39.0,112,11.0,160000.0,1,0,0,0,0,0,0,1,0,10
32.0,53,6.0,110000.0,0,1,0,0,0,1,0,0,0,3
50.0,113,17.0,195000.0,0,1,0,0,0,0,0,0,1,7
27.0,5,3.0,85000.0,0,1,0,0,0,1,0,0,0,3
46.0,91,14.0,180000.0,0,1,0,0,0,0,0,0,1,10
25.0,53,1.0,55000.0,1,0,0,0,0,1,0,0,0,3
43.0,91,13.0,185000.0,0,1,0,0,0,0,0,0,1,10
35.0,5,8.0,140000.0,0,1,0,0,0,1,0,0,0,3
29.0,5,3.0,90000.0,1,0,0,0,0,0,0,1,0,3
40.0,112,12.0,160000.0,1,0,0,0,0,0,0,0,1,10
35.0,54,8.0,145000.0,0,1,0,0,0,1,0,0,0,5
41.0,91,13.0,185000.0,0,1,0,0,0,0,0,0,1,10
30.0,54,5.0,105000.0,0,1,0,0,0,0,0,1,0,5
33.0,53,6.0,110000.0,0,1,0,0,0,1,0,0,0,3
55.0,113,18.0,210000.0,0,1,0,0,0,0,0,0,1,7
26.0,53,1.0,55000.0,1,0,0,0,0,0,0,1,0,3
47.0,91,16.0,190000.0,0,1,0,0,0,0,0,0,1,10
44.0,113,11.0,165000.0,1,0,0,0,0,0,0,0,1,7
30.0,54,5.0,105000.0,0,1,0,0,0,0,0,1,0,5
39.0,112,11.0,160000.0,1,0,0,0,0,0,0,1,0,10
32.0,53,6.0,110000.0,0,1,0,0,0,1,0,0,0,3
50.0,113,17.0,195000.0,0,1,0,0,0,0,0,0,1,7
27.0,5,3.0,85000.0,0,1,0,0,0,1,0,0,0,3
46.0,91,14.0,180000.0,0,1,0,0,0,0,0,0,1,10
25.0,53,1.0,55000.0,1,0,0,0,0,1,0,0,0,3
43.0,91,13.0,185000.0,0,1,0,0,0,0,0,0,1,10
35.0,5,8.0,140000.0,0,1,0,0,0,1,0,0,0,3
29.0,5,3.0,90000.0,1,0,0,0,0,0,0,1,0,3
40.0,112,12.0,160000.0,1,0,0,0,0,0,0,0,1,10
35.0,54,8.0,145000.0,0,1,0,0,0,1,0,0,0,5
41.0,91,13.0,185000.0,0,1,0,0,0,0,0,0,1,10
30.0,54,5.0,105000.0,0,1,0,0,0,0,0,1,0,5
33.0,53,6.0,110000.0,0,1,0,0,0,1,0,0,0,3
55.0,113,18.0,210000.0,0,1,0,0,0,0,0,0,1,7
26.0,53,1.0,55000.0,1,0,0,0,0,0,0,1,0,3
47.0,91,16.0,190000.0,0,1,0,0,0,0,0,0,1,10
44.0,113,11.0,165000.0,1,0,0,0,0,0,0,0,1,7
30.0,54,5.0,105000.0,0,1,0,0,0,0,0,1,0,5
39.0,112,11.0,160000.0,1,0,0,0,0,0,0,1,0,10
32.0,53,6.0,110000.0,0,1,0,0,0,1,0,0,0,3
50.0,113,17.0,195000.0,0,1,0,0,0,0,0,0,1,7
27.0,5,3.0,85000.0,0,1,0,0,0,1,0,0,0,3
46.0,91,14.0,180000.0,0,1,0,0,0,0,0,0,1,10
25.0,53,1.0,55000.0,1,0,0,0,0,1,0,0,0,3
43.0,91,13.0,185000.0,0,1,0,0,0,0,0,0,1,10
35.0,5,8.0,140000.0,0,1,0,0,0,1,0,0,0,3
29.0,5,3.0,90000.0,1,0,0,0,0,0,0,1,0,3
40.0,112,12.0,160000.0,1,0,0,0,0,0,0,0,1,10
35.0,54,8.0,145000.0,0,1,0,0,0,1,0,0,0,5
41.0,91,13.0,185000.0,0,1,0,0,0,0,0,0,1,10
30.0,54,5.0,105000.0,0,1,0,0,0,0,0,1,0,5
33.0,53,6.0,110000.0,0,1,0,0,0,1,0,0,0,3
55.0,113,18.0,210000.0,0,1,0,0,0,0,0,0,1,7
31.0,53,6.0,115000.0,0,1,0,0,0,1,0,0,0,3
42.0,113,13.0,170000.0,1,0,0,0,0,0,0,1,0,7
27.0,5,3.0,80000.0,1,0,0,0,0,1,0,0,0,3
51.0,91,19.0,200000.0,0,1,0,0,0,0,0,0,1,10
34.0,54,7.0,130000.0,1,0,0,0,0,0,0,1,0,5
38.0,113,11.0,155000.0,0,1,0,0,0,1,0,0,0,7
29.0,53,5.0,105000.0,0,1,0,0,0,1,0,0,0,3
43.0,91,14.0,190000.0,1,0,0,0,0,0,0,0,1,10
36.0,5,8.0,140000.0,0,1,0,0,0,0,0,1,0,3
48.0,113,16.0,185000.0,0,1,0,0,0,0,0,0,1,7
35.0,54,8.0,145000.0,1,0,0,0,0,1,0,0,0,5
30.0,53,4.0,90000.0,1,0,0,0,0,0,0,1,0,3
50.0,91,18.0,195000.0,0,1,0,0,0,0,0,0,1,10
29.0,5,4.0,95000.0,0,1,0,0,0,1,0,0,0,3
41.0,113,13.0,170000.0,0,1,0,0,0,0,0,1,0,7
33.0,54,6.0,115000.0,1,0,0,0,0,1,0,0,0,5
45.0,91,16.0,185000.0,0,1,0,0,0,0,0,0,1,10
28.0,53,2.0,65000.0,1,0,0,0,0,1,0,0,0,3
39.0,113,12.0,160000.0,1,0,0,0,0,0,0,1,0,7
30.0,5,5.0,100000.0,0,1,0,0,0,1,0,0,0,3
46.0,91,15.0,180000.0,0,1,0,0,0,0,0,0,1,10
25.0,53,1.0,55000.0,1,0,0,0,0,1,0,0,0,3
42.0,113,14.0,190000.0,0,1,0,0,0,0,0,0,1,7
31.0,54,6.0,115000.0,0,1,0,0,0,1,0,0,0,5
49.0,91,17.0,195000.0,1,0,0,0,0,0,0,0,1,10
36.0,5,9.0,150000.0,0,1,0,0,0,0,0,1,0,3
33.0,54,6.0,115000.0,1,0,0,0,0,1,0,0,0,5
45.0,113,16.0,185000.0,0,1,0,0,0,0,0,0,1,7
28.0,53,2.0,65000.0,1,0,0,0,0,1,0,0,0,3
39.0,113,12.0,160000.0,1,0,0,0,0,0,0,1,0,7
30.0,5,5.0,100000.0,0,1,0,0,0,1,0,0,0,3
46.0,91,15.0,180000.0,0,1,0,0,0,0,0,0,1,10
25.0,53,1.0,55000.0,1,0,0,0,0,1,0,0,0,3
42.0,113,14.0,190000.0,0,1,0,0,0,0,0,0,1,7
31.0,54,6.0,115000.0,0,1,0,0,0,1,0,0,0,5
49.0,91,17.0,195000.0,1,0,0,0,0,0,0,0,1,10
36.0,5,9.0,150000.0,0,1,0,0,0,0,0,1,0,3
33.0,54,6.0,115000.0,1,0,0,0,0,1,0,0,0,5
45.0,113,16.0,185000.0,0,1,0,0,0,0,0,0,1,7
28.0,53,2.0,65000.0,1,0,0,0,0,1,0,0,0,3
39.0,113,12.0,160000.0,1,0,0,0,0,0,0,1,0,7
30.0,5,5.0,100000.0,0,1,0,0,0,1,0,0,0,3
46.0,91,15.0,180000.0,0,1,0,0,0,0,0,0,1,10
25.0,53,1.0,55000.0,1,0,0,0,0,1,0,0,0,3
42.0,113,14.0,190000.0,0,1,0,0,0,0,0,0,1,7
31.0,54,6.0,115000.0,0,1,0,0,0,1,0,0,0,5
49.0,91,17.0,195000.0,1,0,0,0,0,0,0,0,1,10
36.0,5,9.0,150000.0,0,1,0,0,0,0,0,1,0,3
33.0,54,6.0,115000.0,1,0,0,0,0,1,0,0,0,5
45.0,113,16.0,185000.0,0,1,0,0,0,0,0,0,1,7
28.0,53,2.0,65000.0,1,0,0,0,0,1,0,0,0,3
39.0,113,12.0,160000.0,1,0,0,0,0,0,0,1,0,7
30.0,5,5.0,100000.0,0,1,0,0,0,1,0,0,0,3
46.0,91,15.0,180000.0,0,1,0,0,0,0,0,0,1,10
25.0,53,1.0,55000.0,1,0,0,0,0,1,0,0,0,3
42.0,113,14.0,190000.0,0,1,0,0,0,0,0,0,1,7
31.0,54,6.0,115000.0,0,1,0,0,0,1,0,0,0,5
49.0,91,17.0,195000.0,1,0,0,0,0,0,0,0,1,10
36.0,5,9.0,150000.0,0,1,0,0,0,0,0,1,0,3
33.0,54,6.0,115000.0,1,0,0,0,0,1,0,0,0,5
45.0,113,16.0,185000.0,0,1,0,0,0,0,0,0,1,7
28.0,53,2.0,65000.0,1,0,0,0,0,1,0,0,0,3
