Unnamed: 0,Age,Gender,Education Level,Job Title,Years of Experience,Salary,Job Category,Job Type
1167,26.0,Male,Bachelor's,Data Analyst,3.0,110000.0,Regular,Data & Analytics
1168,30.0,Female,Bachelor's,Software Engineer,8.0,180000.0,Regular,Software & IT
1169,31.0,Male,Master's,Data Scientist,9.0,185000.0,Regular,Data & Analytics
1170,29.0,Female,Bachelor's,Data Analyst,7.0,130000.0,Regular,Data & Analytics
1171,32.0,Male,Bachelor's,Software Engineer,10.0,190000.0,Regular,Software & IT
1172,28.0,Female,Master's,Data Scientist,6.0,155000.0,Regular,Data & Analytics
1173,34.0,Male,Bachelor's,Software Engineer,12.0,195000.0,Regular,Software & IT
1174,25.0,Female,Bachelor's,Data Analyst,2.0,90000.0,Regular,Data & Analytics
1175,30.0,Male,Bachelor's,Product Manager,8.0,185000.0,Regular,Management
1176,29.0,Female,Bachelor's,Data Analyst,6.0,120000.0,Regular,Data & Analytics
1177,31.0,Male,Bachelor's,Software Engineer,9.0,180000.0,Regular,Software & IT
1178,26.0,Female,Bachelor's,Data Analyst,3.0,100000.0,Regular,Data & Analytics
1179,33.0,Male,Master's,Data Scientist,10.0,195000.0,Regular,Data & Analytics
1180,28.0,Male,Bachelor's,Software Engineer,4.0,160000.0,Regular,Software & IT
1181,27.0,Female,Bachelor's,Data Analyst,5.0,125000.0,Regular,Data & Analytics
1182,30.0,Male,Master's,Software Engineer,6.0,170000.0,Regular,Software & IT
1183,32.0,Female,Bachelor's,Data Scientist,9.0,185000.0,Regular,Data & Analytics
1184,29.0,Male,Bachelor's,Data Analyst,7.0,130000.0,Regular,Data & Analytics
1185,35.0,Female,Bachelor's,Product Manager,12.0,190000.0,Regular,Management
1186,27.0,Male,Bachelor's,Software Engineer,5.0,150000.0,Regular,Software & IT
1187,28.0,Female,Master's,Data Scientist,6.0,150000.0,Regular,Data & Analytics
1188,37.0,Male,PhD,Product Manager,14.0,195000.0,Regular,Management
1189,26.0,Male,Bachelor's,Data Analyst,3.0,110000.0,Regular,Data & Analytics
1190,30.0,Female,Bachelor's,Software Engineer,8.0,180000.0,Regular,Software & IT
1191,31.0,Male,Master's,Data Scientist,9.0,185000.0,Regular,Data & Analytics
1192,29.0,Female,Bachelor's,Data Analyst,7.0,130000.0,Regular,Data & Analytics
1193,32.0,Male,Bachelor's,Software Engineer,10.0,190000.0,Regular,Software & IT
1194,28.0,Female,Master's,Data Scientist,6.0,155000.0,Regular,Data & Analytics
1195,34.0,Male,Bachelor's,Software Engineer,12.0,195000.0,Regular,Software & IT
1196,25.0,Female,Bachelor's,Data Analyst,2.0,90000.0,Regular,Data & Analytics
1197,30.0,Male,Bachelor's,Product Manager,8.0,185000.0,Regular,Management
1198,28.0,Male,Bachelor's,Software Engineer,7.0,175000.0,Senior,Software & IT
1199,44.0,Male,PhD,Software Engineer Manager,18.0,190000.0,Regular,Software & IT
1200,33.0,Female,Master's,Back end Developer,5.0,110000.0,Regular,Software & IT
1201,50.0,Male,PhD,Project Engineer,16.0,195000.0,Senior,Software & IT
1202,27.0,Female,Master's,Full Stack Engineer,3.0,100000.0,Regular,Software & IT
1203,25.0,Male,Bachelor's,Front end Developer,1.0,60000.0,Regular,Software & IT
1204,35.0,Male,Master's,Software Engineer,8.0,155000.0,Senior,Software & IT
1205,47.0,Female,PhD,Full Stack Engineer,12.0,175000.0,Regular,Software & IT
1206,46.0,Female,Master's,Project Engineer,13.0,180000.0,Senior,Software & IT
1207,32.0,Male,Bachelor's,Back end Developer,4.0,95000.0,Regular,Software & IT
1208,61.0,Male,PhD,Software Engineer Manager,20.0,200000.0,Regular,Software & IT
1209,41.0,Male,Master's,Software Engineer,11.0,165000.0,Senior,Software & IT
1210,37.0,Male,Master's,Project Engineer,9.0,145000.0,Senior,Software & IT
1211,53.0,Male,PhD,Software Engineer Manager,19.0,195000.0,Regular,Software & IT
1212,30.0,Female,Bachelor's,Front end Developer,2.0,75000.0,Regular,Software & IT
1213,26.0,Female,Master's,Back end Developer,3.0,90000.0,Regular,Software & IT
1214,37.0,Female,Master's,Software Engineer,9.0,155000.0,Senior,Software & IT
1215,32.0,Male,Bachelor's,Full Stack Engineer,5.0,115000.0,Regular,Software & IT
1216,44.0,Female,Master's,Software Engineer,12.0,170000.0,Senior,Software & IT
1217,50.0,Female,PhD,Software Engineer Manager,16.0,190000.0,Regular,Software & IT
1218,27.0,Male,Bachelor's,Project Engineer,4.0,115000.0,Senior,Software & IT
1219,42.0,Male,PhD,Full Stack Engineer,14.0,180000.0,Regular,Software & IT
1220,57.0,Male,PhD,Software Engineer Manager,18.0,195000.0,Regular,Software & IT
1221,35.0,Male,Master's,Software Engineer,7.0,140000.0,Senior,Software & IT
1222,62.0,Male,PhD,Software Engineer Manager,19.0,200000.0,Regular,Software & IT
1223,26.0,Female,Master's,Back end Developer,2.0,70000.0,Regular,Software & IT
1224,42.0,Female,Master's,Project Engineer,11.0,170000.0,Senior,Software & IT
1225,41.0,Female,PhD,Software Engineer Manager,14.0,185000.0,Regular,Software & IT
1226,36.0,Female,Master's,Full Stack Engineer,8.0,140000.0,Regular,Software & IT
1227,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,Regular,Software & IT
1228,49.0,Male,PhD,Project Engineer,15.0,185000.0,Senior,Software & IT
1229,47.0,Male,PhD,Software Engineer Manager,15.0,180000.0,Regular,Software & IT
1230,47.0,Male,PhD,Software Engineer,14.0,175000.0,Senior,Software & IT
1231,26.0,Male,Bachelor's,Front end Developer,2.0,70000.0,Regular,Software & IT
1232,24.0,Female,Bachelor's,Back end Developer,1.0,60000.0,Regular,Software & IT
1233,62.0,Male,PhD,Software Engineer Manager,20.0,200000.0,Regular,Software & IT
1234,42.0,Male,PhD,Software Engineer,14.0,170000.0,Senior,Software & IT
1235,41.0,Female,Master's,Project Engineer,11.0,165000.0,Senior,Software & IT
1236,23.0,Male,Bachelor's,Full Stack Engineer,1.0,55000.0,Regular,Software & IT
1237,55.0,Male,PhD,Software Engineer Manager,17.0,190000.0,Regular,Software & IT
1238,26.0,Female,Master's,Back end Developer,3.0,90000.0,Regular,Software & IT
1239,33.0,Female,Bachelor's,Front end Developer,5.0,105000.0,Regular,Software & IT
1240,31.0,Male,Master's,Full Stack Engineer,6.0,130000.0,Regular,Software & IT
1241,50.0,Female,PhD,Software Engineer Manager,16.0,185000.0,Regular,Software & IT
1242,24.0,Female,Master's,Back end Developer,1.0,60000.0,Regular,Software & IT
1243,56.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Regular,Software & IT
1244,24.0,Male,Bachelor's,Front end Developer,1.0,60000.0,Regular,Software & IT
1245,37.0,Male,Master's,Software Engineer,8.0,150000.0,Senior,Software & IT
1246,43.0,Female,PhD,Project Engineer,13.0,180000.0,Senior,Software & IT
1247,44.0,Female,Master's,Software Engineer,12.0,170000.0,Senior,Software & IT
1248,34.0,Male,Master's,Back end Developer,6.0,125000.0,Regular,Software & IT
1249,45.0,Male,PhD,Software Engineer Manager,15.0,185000.0,Regular,Software & IT
1250,29.0,Male,Bachelor's,Full Stack Engineer,3.0,90000.0,Regular,Software & IT
1251,29.0,Male,Bachelor's,Front end Developer,3.0,80000.0,Regular,Software & IT
1252,29.0,Female,Bachelor's,Back end Developer,3.0,85000.0,Regular,Software & IT
1253,48.0,Male,PhD,Project Engineer,16.0,190000.0,Senior,Software & IT
1254,43.0,Female,Master's,Software Engineer Manager,11.0,160000.0,Regular,Software & IT
1255,62.0,Male,PhD,Software Engineer Manager,19.0,200000.0,Regular,Software & IT
1256,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Regular,Software & IT
1257,60.0,Male,PhD,Software Engineer Manager,18.0,195000.0,Regular,Software & IT
1258,54.0,Female,PhD,Software Engineer Manager,14.0,190000.0,Regular,Software & IT
1259,27.0,Female,Master's,Full Stack Engineer,3.0,95000.0,Regular,Software & IT
1260,23.0,Male,Bachelor's,Back end Developer,1.0,55000.0,Regular,Software & IT
1261,45.0,Male,PhD,Software Engineer,13.0,185000.0,Senior,Software & IT
1262,32.0,Female,Master's,Full Stack Engineer,5.0,120000.0,Regular,Software & IT
1263,57.0,Male,PhD,Software Engineer Manager,16.0,195000.0,Regular,Software & IT
1264,47.0,Male,PhD,Software Engineer Manager,14.0,175000.0,Regular,Software & IT
1265,25.0,Female,Master's,Back end Developer,2.0,75000.0,Regular,Software & IT
1266,58.0,Male,PhD,Software Engineer Manager,17.0,200000.0,Regular,Software & IT
1267,41.0,Female,Master's,Software Engineer,12.0,160000.0,Senior,Software & IT
1268,41.0,Male,PhD,Software Engineer Manager,12.0,175000.0,Regular,Software & IT
1269,26.0,Male,Bachelor's,Front end Developer,2.0,70000.0,Regular,Software & IT
1270,47.0,Male,PhD,Software Engineer,15.0,180000.0,Senior,Software & IT
1271,24.0,Female,Bachelor's,Back end Developer,1.0,60000.0,Regular,Software & IT
1272,48.0,Male,PhD,Project Engineer,16.0,190000.0,Senior,Software & IT
1273,32.0,Male,Bachelor's,Full Stack Engineer,5.0,120000.0,Regular,Software & IT
1274,61.0,Male,PhD,Software Engineer Manager,20.0,200000.0,Regular,Software & IT
1275,45.0,Male,PhD,Project Engineer,14.0,185000.0,Senior,Software & IT
1276,50.0,Female,PhD,Software Engineer Manager,16.0,190000.0,Regular,Software & IT
1277,53.0,Male,PhD,Software Engineer Manager,18.0,195000.0,Regular,Software & IT
1278,47.0,Female,PhD,Software Engineer,14.0,170000.0,Senior,Software & IT
1279,23.0,Male,Bachelor's,Front end Developer,1.0,55000.0,Regular,Software & IT
1280,33.0,Male,Master's,Back end Developer,6.0,130000.0,Regular,Software & IT
1281,42.0,Male,PhD,Software Engineer Manager,14.0,180000.0,Regular,Software & IT
1282,45.0,Male,PhD,Project Engineer,14.0,185000.0,Senior,Software & IT
1283,23.0,Male,Bachelor's,Front end Developer,1.0,55000.0,Regular,Software & IT
1284,37.0,Male,Master's,Software Engineer,9.0,145000.0,Senior,Software & IT
1285,44.0,Female,Master's,Project Engineer,12.0,170000.0,Senior,Software & IT
1286,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Regular,Software & IT
1287,38.0,Female,Master's,Back end Developer,10.0,155000.0,Regular,Software & IT
1288,34.0,Male,Master's,Full Stack Engineer,6.0,125000.0,Regular,Software & IT
1289,46.0,Female,PhD,Software Engineer Manager,14.0,180000.0,Regular,Software & IT
1290,30.0,Male,Bachelor's,Back end Developer,4.0,95000.0,Regular,Software & IT
1291,44.0,Female,Master's,Software Engineer,11.0,170000.0,Senior,Software & IT
1292,27.0,Female,Master's,Full Stack Engineer,3.0,100000.0,Regular,Software & IT
1293,42.0,Male,PhD,Project Engineer,14.0,175000.0,Senior,Software & IT
1294,27.0,Male,Bachelor's,Front end Developer,3.0,80000.0,Regular,Software & IT
1295,54.0,Male,PhD,Software Engineer Manager,18.0,195000.0,Regular,Software & IT
1296,38.0,Male,Master's,Software Engineer,10.0,155000.0,Senior,Software & IT
1297,31.0,Male,Master's,Project Engineer,6.0,125000.0,Senior,Software & IT
1298,28.0,Female,Master's,Full Stack Engineer,4.0,110000.0,Regular,Software & IT
1299,30.0,Female,Master's,Back end Developer,6.0,130000.0,Regular,Software & IT
1300,54.0,Male,PhD,Software Engineer Manager,16.0,190000.0,Regular,Software & IT
1301,62.0,Male,PhD,Software Engineer Manager,20.0,200000.0,Regular,Software & IT
1302,62.0,Male,PhD,Software Engineer Manager,19.0,200000.0,Regular,Software & IT
1303,37.0,Male,Master's,Software Engineer,9.0,150000.0,Senior,Software & IT
1304,31.0,Male,Master's,Software Engineer,7.0,140000.0,Senior,Software & IT
1305,58.0,Female,PhD,Software Engineer Manager,17.0,195000.0,Regular,Software & IT
1306,56.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Regular,Software & IT
1307,23.0,Female,Bachelor's,Back end Developer,1.0,55000.0,Regular,Software & IT
1308,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,Regular,Software & IT
1309,32.0,Female,Master's,Full Stack Engineer,5.0,120000.0,Regular,Software & IT
1310,52.0,Female,PhD,Software Engineer Manager,16.0,190000.0,Regular,Software & IT
1311,32.0,Female,Master's,Full Stack Engineer,6.0,130000.0,Regular,Software & IT
1312,50.0,Female,PhD,Software Engineer Manager,16.0,190000.0,Regular,Software & IT
1313,32.0,Male,Master's,Back end Developer,6.0,130000.0,Regular,Software & IT
1314,34.0,Male,Master's,Full Stack Engineer,7.0,140000.0,Regular,Software & IT
1315,28.0,Male,Bachelor's,Front end Developer,2.0,70000.0,Regular,Software & IT
1316,44.0,Male,Master's,Project Engineer,11.0,170000.0,Senior,Software & IT
1317,55.0,Male,PhD,Software Engineer Manager,17.0,190000.0,Regular,Software & IT
1318,27.0,Male,Bachelor's,Front end Developer,3.0,80000.0,Regular,Software & IT
1319,46.0,Male,PhD,Software Engineer Manager,14.0,180000.0,Regular,Software & IT
1320,27.0,Female,Master's,Back end Developer,2.0,70000.0,Regular,Software & IT
1321,45.0,Male,PhD,Project Engineer,14.0,185000.0,Senior,Software & IT
1322,23.0,Female,Bachelor's,Front end Developer,1.0,55000.0,Regular,Software & IT
1323,36.0,Female,Master's,Full Stack Engineer,8.0,140000.0,Regular,Software & IT
1324,47.0,Female,PhD,Software Engineer,14.0,170000.0,Senior,Software & IT
1325,33.0,Male,Master's,Back end Developer,6.0,130000.0,Regular,Software & IT
1326,43.0,Male,PhD,Software Engineer Manager,13.0,180000.0,Regular,Software & IT
1327,30.0,Male,Bachelor's,Back end Developer,4.0,95000.0,Regular,Software & IT
1328,28.0,Female,Bachelor's,Front end Developer,2.0,70000.0,Regular,Software & IT
1329,43.0,Male,Master's,Project Engineer,12.0,165000.0,Senior,Software & IT
1330,43.0,Male,PhD,Project Engineer,13.0,185000.0,Senior,Software & IT
1331,36.0,Male,Master's,Software Engineer,7.0,140000.0,Senior,Software & IT
1332,24.0,Male,Bachelor's,Front end Developer,1.0,60000.0,Regular,Software & IT
1333,28.0,Female,Bachelor's,Front end Developer,3.0,80000.0,Regular,Software & IT
1334,37.0,Male,Master's,Software Engineer,9.0,150000.0,Senior,Software & IT
1335,41.0,Female,PhD,Software Engineer Manager,14.0,185000.0,Regular,Software & IT
1336,26.0,Male,Bachelor's,Front end Developer,2.0,70000.0,Regular,Software & IT
1337,28.0,Female,Master's,Back end Developer,3.0,90000.0,Regular,Software & IT
1338,43.0,Male,PhD,Software Engineer,12.0,170000.0,Senior,Software & IT
1339,42.0,Male,PhD,Software Engineer,14.0,170000.0,Senior,Software & IT
1340,48.0,Male,PhD,Project Engineer,16.0,190000.0,Senior,Software & IT
1341,27.0,Female,Master's,Back end Developer,2.0,70000.0,Regular,Software & IT
1342,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,Regular,Software & IT
1343,44.0,Male,PhD,Project Engineer,12.0,170000.0,Senior,Software & IT
1344,27.0,Female,Master's,Full Stack Engineer,3.0,100000.0,Regular,Software & IT
1345,37.0,Male,Master's,Software Engineer,10.0,155000.0,Senior,Software & IT
1346,44.0,Female,Master's,Project Engineer,12.0,170000.0,Senior,Software & IT
1347,56.0,Male,PhD,Software Engineer Manager,18.0,195000.0,Regular,Software & IT
1348,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,Regular,Software & IT
1349,27.0,Male,Bachelor's,Front end Developer,2.0,70000.0,Regular,Software & IT
1350,48.0,Male,PhD,Project Engineer,16.0,190000.0,Senior,Software & IT
1351,31.0,Male,Master's,Full Stack Engineer,7.0,140000.0,Regular,Software & IT
1352,25.0,Male,Bachelor's,Front end Developer,1.0,60000.0,Regular,Software & IT
1353,50.0,Male,PhD,Software Engineer Manager,16.0,190000.0,Regular,Software & IT
1354,46.0,Male,PhD,Software Engineer Manager,14.0,180000.0,Regular,Software & IT
1355,33.0,Male,Master's,Full Stack Engineer,6.0,130000.0,Regular,Software & IT
1356,42.0,Male,PhD,Software Engineer,14.0,170000.0,Senior,Software & IT
1357,41.0,Male,PhD,Project Engineer,12.0,165000.0,Senior,Software & IT
1358,43.0,Male,PhD,Project Engineer,13.0,185000.0,Senior,Software & IT
1359,32.0,Male,Master's,Back end Developer,6.0,130000.0,Regular,Software & IT
1360,24.0,Male,Bachelor's,Front end Developer,1.0,60000.0,Regular,Software & IT
1361,44.0,Female,Master's,Software Engineer,11.0,170000.0,Senior,Software & IT
1362,36.0,Male,Master's,Software Engineer,7.0,140000.0,Senior,Software & IT
1363,28.0,Female,Master's,Full Stack Engineer,4.0,110000.0,Regular,Software & IT
1364,28.0,Male,Bachelor's,Front end Developer,2.0,70000.0,Regular,Software & IT
1365,37.0,Male,Master's,Software Engineer,9.0,145000.0,Senior,Software & IT
1366,54.0,Male,PhD,Software Engineer Manager,16.0,190000.0,Regular,Software & IT
1367,58.0,Male,PhD,Software Engineer Manager,17.0,200000.0,Regular,Software & IT
1368,27.0,Male,Bachelor's,Front end Developer,3.0,80000.0,Regular,Software & IT
1369,30.0,Male,Bachelor's,Back end Developer,4.0,95000.0,Regular,Software & IT
1370,27.0,Female,Master's,Full Stack Engineer,3.0,100000.0,Regular,Software & IT
1371,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Regular,Software & IT
1372,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,Regular,Software & IT
1373,38.0,Male,Master's,Software Engineer,10.0,155000.0,Senior,Software & IT
1374,54.0,Male,PhD,Software Engineer Manager,18.0,195000.0,Regular,Software & IT
1375,31.0,Male,Master's,Project Engineer,6.0,125000.0,Senior,Software & IT
1376,56.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Regular,Software & IT
1377,31.0,Male,Master's,Software Engineer,7.0,140000.0,Senior,Software & IT
1378,42.0,Male,PhD,Software Engineer,14.0,170000.0,Senior,Software & IT
1379,44.0,Male,Master's,Project Engineer,11.0,170000.0,Senior,Software & IT
1380,37.0,Male,Master's,Software Engineer,9.0,150000.0,Senior,Software & IT
1381,24.0,Female,Bachelor's,Back end Developer,1.0,60000.0,Regular,Software & IT
1382,27.0,Male,Bachelor's,Front end Developer,2.0,70000.0,Regular,Software & IT
1383,42.0,Male,PhD,Software Engineer,14.0,170000.0,Senior,Software & IT
1384,24.0,Female,Bachelor's,Front end Developer,1.0,55000.0,Regular,Software & IT
1385,28.0,Female,Bachelor's,Front end Developer,3.0,80000.0,Regular,Software & IT
1386,43.0,Male,PhD,Project Engineer,13.0,185000.0,Senior,Software & IT
1387,31.0,Male,Master's,Full Stack Engineer,7.0,140000.0,Regular,Software & IT
1388,43.0,Male,PhD,Software Engineer Manager,13.0,180000.0,Regular,Software & IT
1389,27.0,Female,Master's,Back end Developer,2.0,70000.0,Regular,Software & IT
1390,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,Regular,Software & IT
1391,48.0,Male,PhD,Project Engineer,16.0,190000.0,Senior,Software & IT
1392,30.0,Female,Master's,Back end Developer,6.0,130000.0,Regular,Software & IT
1393,28.0,Female,Master's,Full Stack Engineer,4.0,110000.0,Regular,Software & IT
1394,46.0,Male,PhD,Software Engineer Manager,14.0,180000.0,Regular,Software & IT
1395,37.0,Male,Master's,Software Engineer,9.0,145000.0,Senior,Software & IT
1396,42.0,Male,PhD,Software Engineer,14.0,170000.0,Senior,Software & IT
1397,43.0,Male,PhD,Project Engineer,12.0,165000.0,Senior,Software & IT
1398,31.0,Male,Master's,Software Engineer,7.0,140000.0,Senior,Software & IT
1399,56.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Regular,Software & IT
1400,37.0,Male,Master's,Software Engineer,10.0,155000.0,Senior,Software & IT
1401,54.0,Male,PhD,Software Engineer Manager,16.0,190000.0,Regular,Software & IT
1402,58.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Regular,Software & IT
1403,33.0,Male,Master's,Back end Developer,6.0,130000.0,Regular,Software & IT
1404,29.0,Female,Bachelor's,Front end Developer,3.0,85000.0,Regular,Software & IT
1405,52.0,Male,PhD,Software Engineer Manager,18.0,200000.0,Regular,Software & IT
1406,36.0,Male,Master's,Full Stack Engineer,8.0,140000.0,Regular,Software & IT
1407,26.0,Male,Bachelor's,Back end Developer,2.0,65000.0,Regular,Software & IT
1408,47.0,Male,PhD,Project Engineer,16.0,190000.0,Senior,Software & IT
1409,32.0,Male,Master's,Full Stack Engineer,6.0,120000.0,Regular,Software & IT
1410,29.0,Male,Bachelor's,Front end Developer,3.0,80000.0,Regular,Software & IT
1411,28.0,Female,Master's,Back end Developer,3.0,90000.0,Regular,Software & IT
1412,54.0,Male,PhD,Software Engineer Manager,16.0,190000.0,Regular,Software & IT
1413,57.0,Male,PhD,Software Engineer Manager,18.0,200000.0,Regular,Software & IT
1414,51.0,Male,PhD,Software Engineer Manager,16.0,190000.0,Regular,Software & IT
1415,28.0,Female,Master's,Full Stack Engineer,4.0,110000.0,Regular,Software & IT
1416,46.0,Male,PhD,Software Engineer Manager,14.0,180000.0,Regular,Software & IT
1417,27.0,Female,Master's,Back end Developer,2.0,65000.0,Regular,Software & IT
1418,45.0,Male,PhD,Project Engineer,14.0,185000.0,Senior,Software & IT
1419,23.0,Female,Bachelor's,Front end Developer,1.0,55000.0,Regular,Software & IT
1420,36.0,Male,Master's,Full Stack Engineer,7.0,130000.0,Regular,Software & IT
1421,48.0,Male,PhD,Project Engineer,16.0,190000.0,Senior,Software & IT
1422,33.0,Female,Master's,Full Stack Engineer,5.0,120000.0,Regular,Software & IT
1423,38.0,Female,Master's,Back end Developer,10.0,155000.0,Regular,Software & IT
1424,51.0,Male,PhD,Software Engineer Manager,16.0,190000.0,Regular,Software & IT
1425,27.0,Female,Master's,Full Stack Engineer,3.0,100000.0,Regular,Software & IT
1426,37.0,Male,Master's,Software Engineer,9.0,150000.0,Senior,Software & IT
1427,44.0,Female,Master's,Project Engineer,12.0,170000.0,Senior,Software & IT
1428,27.0,Male,Bachelor's,Front end Developer,3.0,80000.0,Regular,Software & IT
1429,38.0,Male,Master's,Software Engineer,10.0,155000.0,Senior,Software & IT
1430,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Regular,Software & IT
1431,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,Regular,Software & IT
1432,27.0,Male,Bachelor's,Front end Developer,2.0,70000.0,Regular,Software & IT
1433,48.0,Male,PhD,Project Engineer,16.0,190000.0,Senior,Software & IT
1434,31.0,Male,Master's,Full Stack Engineer,7.0,140000.0,Regular,Software & IT
1435,25.0,Male,Bachelor's,Front end Developer,1.0,55000.0,Regular,Software & IT
1436,50.0,Male,PhD,Software Engineer Manager,16.0,190000.0,Regular,Software & IT
1437,46.0,Male,PhD,Software Engineer Manager,14.0,180000.0,Regular,Software & IT
1438,33.0,Male,Master's,Full Stack Engineer,6.0,130000.0,Regular,Software & IT
1439,42.0,Male,PhD,Software Engineer,14.0,170000.0,Senior,Software & IT
1440,41.0,Male,PhD,Project Engineer,12.0,165000.0,Senior,Software & IT
1441,43.0,Male,PhD,Project Engineer,13.0,185000.0,Senior,Software & IT
1442,32.0,Male,Master's,Back end Developer,6.0,130000.0,Regular,Software & IT
1443,24.0,Male,Bachelor's,Front end Developer,1.0,60000.0,Regular,Software & IT
1444,44.0,Female,Master's,Software Engineer,11.0,170000.0,Senior,Software & IT
1445,36.0,Male,Master's,Software Engineer,7.0,140000.0,Senior,Software & IT
1446,28.0,Female,Master's,Full Stack Engineer,4.0,110000.0,Regular,Software & IT
1447,28.0,Male,Bachelor's,Front end Developer,2.0,70000.0,Regular,Software & IT
1448,37.0,Male,Master's,Software Engineer,9.0,145000.0,Senior,Software & IT
1449,54.0,Male,PhD,Software Engineer Manager,16.0,190000.0,Regular,Software & IT
1450,58.0,Male,PhD,Software Engineer Manager,17.0,200000.0,Regular,Software & IT
1451,27.0,Male,Bachelor's,Front end Developer,3.0,80000.0,Regular,Software & IT
1452,30.0,Male,Bachelor's,Back end Developer,4.0,95000.0,Regular,Software & IT
1453,27.0,Female,Master's,Full Stack Engineer,3.0,100000.0,Regular,Software & IT
1454,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Regular,Software & IT
1455,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,Regular,Software & IT
1456,38.0,Male,Master's,Software Engineer,10.0,155000.0,Senior,Software & IT
1457,54.0,Male,PhD,Software Engineer Manager,18.0,195000.0,Regular,Software & IT
1458,31.0,Male,Master's,Project Engineer,6.0,125000.0,Senior,Software & IT
1459,56.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Regular,Software & IT
1460,31.0,Male,Master's,Software Engineer,7.0,140000.0,Senior,Software & IT
1461,42.0,Male,PhD,Software Engineer,14.0,170000.0,Senior,Software & IT
1462,44.0,Male,Master's,Project Engineer,11.0,170000.0,Senior,Software & IT
1463,37.0,Male,Master's,Software Engineer,9.0,150000.0,Senior,Software & IT
1464,24.0,Female,Bachelor's,Back end Developer,1.0,60000.0,Regular,Software & IT
1465,27.0,Male,Bachelor's,Front end Developer,2.0,70000.0,Regular,Software & IT
1466,42.0,Male,PhD,Software Engineer,14.0,170000.0,Senior,Software & IT
1467,24.0,Female,Bachelor's,Front end Developer,1.0,55000.0,Regular,Software & IT
1468,28.0,Female,Bachelor's,Front end Developer,3.0,80000.0,Regular,Software & IT
1469,43.0,Male,PhD,Project Engineer,13.0,185000.0,Senior,Software & IT
1470,31.0,Male,Master's,Full Stack Engineer,7.0,140000.0,Regular,Software & IT
1471,43.0,Male,PhD,Software Engineer Manager,13.0,180000.0,Regular,Software & IT
1472,27.0,Female,Master's,Back end Developer,2.0,70000.0,Regular,Software & IT
1473,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,Regular,Software & IT
1474,48.0,Male,PhD,Project Engineer,16.0,190000.0,Senior,Software & IT
1475,31.0,Male,Master's,Project Engineer,6.0,125000.0,Senior,Software & IT
1476,40.0,Male,PhD,Software Engineer,12.0,160000.0,Senior,Software & IT
1477,36.0,Male,Master's,Software Engineer,8.0,140000.0,Senior,Software & IT
1478,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Regular,Software & IT
1479,27.0,Male,Bachelor's,Front end Developer,2.0,70000.0,Regular,Software & IT
1480,28.0,Male,Bachelor's,Front end Developer,2.0,70000.0,Regular,Software & IT
1481,44.0,Male,Master's,Project Engineer,11.0,170000.0,Senior,Software & IT
1482,43.0,Male,PhD,Project Engineer,13.0,185000.0,Senior,Software & IT
1483,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Regular,Software & IT
1484,32.0,Male,Master's,Back end Developer,6.0,130000.0,Regular,Software & IT
1485,38.0,Male,Master's,Software Engineer,10.0,155000.0,Senior,Software & IT
1486,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,Regular,Software & IT
1487,27.0,Male,Bachelor's,Front end Developer,3.0,80000.0,Regular,Software & IT
1488,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Regular,Software & IT
1489,31.0,Male,Master's,Project Engineer,7.0,135000.0,Senior,Software & IT
1490,24.0,Male,Bachelor's,Back end Developer,1.0,55000.0,Regular,Software & IT
1491,48.0,Male,PhD,Project Engineer,16.0,190000.0,Senior,Software & IT
1492,27.0,Female,Master's,Back end Developer,2.0,70000.0,Regular,Software & IT
1493,43.0,Male,PhD,Project Engineer,13.0,185000.0,Senior,Software & IT
1494,44.0,Male,Master's,Project Engineer,11.0,170000.0,Senior,Software & IT
1495,37.0,Male,Master's,Software Engineer,9.0,150000.0,Senior,Software & IT
1496,56.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Regular,Software & IT
1497,28.0,Male,Bachelor's,Front end Developer,2.0,70000.0,Regular,Software & IT
1498,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Regular,Software & IT
1499,31.0,Male,Master's,Project Engineer,6.0,125000.0,Senior,Software & IT
